hostname,ip,os_info,cpu_type,cpu_usage,listening_port,total_mem,used_mem,mem usage
DESK-TOP,192.168.111.1,Windows 10.0.18362,"Intel64 Family 6 Model 142 Stepping 10, GenuineIntel",41.7%,"['80', '135', '443', '445', '903', '913', '1433', '2383', '3306', '4303', '5040', '5357', '7890', '8680', '8834', '10001', '33060', '49664', '49665', '49666', '49667', '49668', '49673', '50136', '50418', '1434', '4301', '8307', '8588', '10055', '10250', '11397', '13793', '14947', '18131', '21440', '21441', '35432', '49255', '49885', '49964', '49974', '54360', '56161', '65000', '139', '139', '9999', '139', '80', '135', '443', '445', '1433', '2383', '3306', '5357', '7890', '8834', '33060', '49664', '49665', '49666', '49667', '49668', '49673', '1434', '8307', '35432', '50272']",7.846412658691406 GB ,6.0453643798828125 GB ,77.0% 
