hostname,ip,os_info,cpu_type,cpu_usage,listening_port,total_mem,used_mem,mem usage
vagrant-PC,192.168.163.145,Windows 6.1.7601,"Intel64 Family 6 Model 142 Stepping 10, GenuineIntel",10.0%,"['135', '445', '554', '2869', '5357', '10243', '49152', '49153', '49154', '49155', '49156', '139', '0', '135', '445', '554', '2869', '3587', '5357', '10243', '49152', '49153', '49154', '49155', '49156']",1.9995040893554688 GB ,1.0890960693359375 GB ,54.5% 
